,id,metadata_type,indicator_code,indicator_name,definition_concept,benefit,additional_information,interpretation,full_content
10,11,indikator,11,Rata-rata Lama Sekolah (MYS),"Jumlah tahun belajar penduduk usia 15 tahun ke atas yang telah diselesaikan dalam pendidikan formal (tidak termasuk tahun yang mengulang). Untuk menghitung Rata-rata Lama Sekolah dibutuhkan informasi:
a. Partsipasi sekolah
b. Jenjang dan jenis pendidikan yang pernah/sedang diduduki
c. Ijasah tertinggi yang dimiliki
d. Tingkat/kelas tertinggi yang pernah/sedang diduduki",Untuk melihat kualitas penduduk dalam hal mengenyam pendidikan formal.,,Tingginya angka Rata-rata Lama Sekolah (MYS) menunjukkan jenjang pendidikan yang pernah/sedang diduduki oleh seseorang. Semakin tinggi angka MYS maka semakin lama/tinggi jenjang pendidikan yang ditamatkannya.,"Nama indikator : Rata-rata Lama Sekolah (MYS).

Konsep definisi : Jumlah tahun belajar penduduk usia 15 tahun ke atas yang telah diselesaikan dalam pendidikan formal (tidak termasuk tahun yang mengulang). Untuk menghitung Rata-rata Lama Sekolah dibutuhkan informasi:
a. Partsipasi sekolah
b. Jenjang dan jenis pendidikan yang pernah/sedang diduduki
c. Ijasah tertinggi yang dimiliki
d. Tingkat/kelas tertinggi yang pernah/sedang diduduki.

Manfaat : Untuk melihat kualitas penduduk dalam hal mengenyam pendidikan formal.

Keterangan tambahan : .

Interpretasi : Tingginya angka Rata-rata Lama Sekolah (MYS) menunjukkan jenjang pendidikan yang pernah/sedang diduduki oleh seseorang. Semakin tinggi angka MYS maka semakin lama/tinggi jenjang pendidikan yang ditamatkannya."
11,12,indikator,12,Angka Putus Sekolah (APTS),"Proporsi anak menurut kelompok usia sekolah yang sudah tidak bersekolah lagi atau yang tidak menamatkan suatu jenjang pendidikan tertentu. Adapun kelompok umur yang dimaksud adalah kelompok umur 7-12 tahun, 13-15 tahun dan 16-18 tahun.","Untuk mengukur kemajuan pembangunan di bidang pendidikan dan untuk melihat keterjangkauan pendidikan maupun pemerataan pendidikan pada masing-masing kelompok umur (7-12, 13-15 dan 16-18 tahun).",,"Semakin tinggi angka putus sekolah menggambarkan kondisi pendidikan yang tidak baik dan tidak merata. Begitu sebaliknya jika angka putus sekolah semakin kecil maka kondisi pendidikan di suatu wilayah semakin baik. Contoh APTS7-12 = 10,11% berarti secara rata-rata dari 100 anak usia 7-12 tahun yang sedang atau pernah bersekolah terdapat 10 sampai 11 anak yang putus sekolah dan lebih cenderung 10 anak yang putus sekolah.","Nama indikator : Angka Putus Sekolah (APTS).

Konsep definisi : Proporsi anak menurut kelompok usia sekolah yang sudah tidak bersekolah lagi atau yang tidak menamatkan suatu jenjang pendidikan tertentu. Adapun kelompok umur yang dimaksud adalah kelompok umur 7-12 tahun, 13-15 tahun dan 16-18 tahun.

Manfaat : Untuk mengukur kemajuan pembangunan di bidang pendidikan dan untuk melihat keterjangkauan pendidikan maupun pemerataan pendidikan pada masing-masing kelompok umur (7-12, 13-15 dan 16-18 tahun).

Keterangan tambahan : .

Interpretasi : Semakin tinggi angka putus sekolah menggambarkan kondisi pendidikan yang tidak baik dan tidak merata. Begitu sebaliknya jika angka putus sekolah semakin kecil maka kondisi pendidikan di suatu wilayah semakin baik. Contoh APTS7-12 = 10,11% berarti secara rata-rata dari 100 anak usia 7-12 tahun yang sedang atau pernah bersekolah terdapat 10 sampai 11 anak yang putus sekolah dan lebih cenderung 10 anak yang putus sekolah."
12,13,indikator,13,Persentasi Balita Yang Ditolong Oleh Tenaga Kesehatan atau Non Tenaga Kesehatan,"Persentase balita (0-59 bulan) yang proses kelahirannya dibantu oleh tenaga penolong kelahiran yang terbagi menjadi nakes (tenaga kesehatan/medis) dan non-nakes (tenaga non-medis). Yang termasuk nakes antara lain, dokter, bidan, mantri kesehatan dll. Non-nakes diantaranya tradisional, dukun bayi, paraji, dll.",Memberikan gambaran tentang tingkat kesehatan ibu dan anak serta pelayanan kesehatan secara umum.,"a=jumlah balita yang ditolong oleh tenaga kesehatan/medis
b=jumlah bayi
c=jumlah bayi yang ditolong oleh tenaga non medis","Contoh, hasil Susenas tahun 2009 menunjukkan kelahiran yang ditolong bidan sebesar 61,24% artinya bahwa dari seluruh kelahiran yang terjadi pada tahun 2009, sebanyak 61,24 persen-nya ditolong oleh bidan. Dengan kata lain sebagian besar kelahiran bayi sudah ditolong tenaga kesehatan.","Nama indikator : Persentasi Balita Yang Ditolong Oleh Tenaga Kesehatan atau Non Tenaga Kesehatan.

Konsep definisi : Persentase balita (0-59 bulan) yang proses kelahirannya dibantu oleh tenaga penolong kelahiran yang terbagi menjadi nakes (tenaga kesehatan/medis) dan non-nakes (tenaga non-medis). Yang termasuk nakes antara lain, dokter, bidan, mantri kesehatan dll. Non-nakes diantaranya tradisional, dukun bayi, paraji, dll.

Manfaat : Memberikan gambaran tentang tingkat kesehatan ibu dan anak serta pelayanan kesehatan secara umum.

Keterangan tambahan : a=jumlah balita yang ditolong oleh tenaga kesehatan/medis
b=jumlah bayi
c=jumlah bayi yang ditolong oleh tenaga non medis.

Interpretasi : Contoh, hasil Susenas tahun 2009 menunjukkan kelahiran yang ditolong bidan sebesar 61,24% artinya bahwa dari seluruh kelahiran yang terjadi pada tahun 2009, sebanyak 61,24 persen-nya ditolong oleh bidan. Dengan kata lain sebagian besar kelahiran bayi sudah ditolong tenaga kesehatan."
13,14,indikator,14,Indeks Pembangunan Gender (IPG),"IPG adalah indikator yang menggambarkan perbandingan (rasio) capaian antara IPM Perempuan dengan IPM Laki-laki. Penghitungan IPG mengacu pada metodologi yang digunakan oleh UNDP dalam menghitung Gender Development Index (GDI) dan Human Development Indeks (HDI) pada tahun 2010. Perubahan metode ini merupakan penyesuaian dengan perubahan metodologi pada IPM. Selain sebagai penyempurnaan dari metode sebelumnya, IPG metode baru juga merupakan pengukuran langsung terhadap ketimpangan antargender dalam pencapaian pembangunan manusia. ","Untuk melengkapi penghitungan IPM dengan memberikan informasi capaian pembangunan manusia menurut gender. IPG mengukur pencapaian dimensi dan variabel yang sama seperti IPM, tetapi mengungkapkan perbandingan pencapaian antara laki-laki dan perempuan.","Untuk menghitung IPG perlu menghitung IPM laki-laki dan perempuan.
IPM dibentuk oleh 3 (tiga) dimensi dasar:
(i) Umur panjang dan hidup sehat (a long and healthy life),
(ii) Pengetahuan (knowledge), dan
(iii) Standar hidup layak (decent standard of living)","Semakin kecil jarak angka IPG dengan nilai 100, maka semakin setara pembangunan antara perempuan dengan laki-laki. Namun semakin besar jarak angka IPG dengan nilai 100, maka semakin besar perbedaan capaian pembangunan antara perempuan dan laki-laki. Angka 100 adalah standar untuk menginterpretasikan angka IPG, karena 100 menggambarkan rasio perbandingan yang paling sempurna.","Nama indikator : Indeks Pembangunan Gender (IPG).

Konsep definisi : IPG adalah indikator yang menggambarkan perbandingan (rasio) capaian antara IPM Perempuan dengan IPM Laki-laki. Penghitungan IPG mengacu pada metodologi yang digunakan oleh UNDP dalam menghitung Gender Development Index (GDI) dan Human Development Indeks (HDI) pada tahun 2010. Perubahan metode ini merupakan penyesuaian dengan perubahan metodologi pada IPM. Selain sebagai penyempurnaan dari metode sebelumnya, IPG metode baru juga merupakan pengukuran langsung terhadap ketimpangan antargender dalam pencapaian pembangunan manusia. .

Manfaat : Untuk melengkapi penghitungan IPM dengan memberikan informasi capaian pembangunan manusia menurut gender. IPG mengukur pencapaian dimensi dan variabel yang sama seperti IPM, tetapi mengungkapkan perbandingan pencapaian antara laki-laki dan perempuan.

Keterangan tambahan : Untuk menghitung IPG perlu menghitung IPM laki-laki dan perempuan.
IPM dibentuk oleh 3 (tiga) dimensi dasar:
(i) Umur panjang dan hidup sehat (a long and healthy life),
(ii) Pengetahuan (knowledge), dan
(iii) Standar hidup layak (decent standard of living).

Interpretasi : Semakin kecil jarak angka IPG dengan nilai 100, maka semakin setara pembangunan antara perempuan dengan laki-laki. Namun semakin besar jarak angka IPG dengan nilai 100, maka semakin besar perbedaan capaian pembangunan antara perempuan dan laki-laki. Angka 100 adalah standar untuk menginterpretasikan angka IPG, karena 100 menggambarkan rasio perbandingan yang paling sempurna."
14,15,indikator,15,Umur Kawin Pertama (UKP),Umur pertama menikah yang berarti juga saat dimulainya masa reproduksinya pembuahan. Hubungan antara UKP dengan fertilitas adalah negatif. Semakin muda UKP maka akan semakin panjang masa reproduksinya atau semakin banyak anak yang dilahirkan.,Sebagai salah satu dasar pengambilan kebijakan untuk menekan laju pertumbuhan penduduk.,"Ui = umur perkawinan pertama wanita ke-i
n = jumlah wanita menurut perkawinan pertama","UKP sebesar 20 berarti rata-rata penduduk menikah saat berusia 20 tahun. UKP berhubungan terbalik dengan jumlah kelahiran, UKP yang semakin rendah mengindikasikan tingkat fertilitas yang tinggi.","Nama indikator : Umur Kawin Pertama (UKP).

Konsep definisi : Umur pertama menikah yang berarti juga saat dimulainya masa reproduksinya pembuahan. Hubungan antara UKP dengan fertilitas adalah negatif. Semakin muda UKP maka akan semakin panjang masa reproduksinya atau semakin banyak anak yang dilahirkan.

Manfaat : Sebagai salah satu dasar pengambilan kebijakan untuk menekan laju pertumbuhan penduduk.

Keterangan tambahan : Ui = umur perkawinan pertama wanita ke-i
n = jumlah wanita menurut perkawinan pertama.

Interpretasi : UKP sebesar 20 berarti rata-rata penduduk menikah saat berusia 20 tahun. UKP berhubungan terbalik dengan jumlah kelahiran, UKP yang semakin rendah mengindikasikan tingkat fertilitas yang tinggi."
15,16,indikator,16,Angka Kesakitan/Morbiditas/Persentase Penduduk Yang Mempunyai Keluhan Kesehatan,"Keluhan kesehatan adalah gangguan terhadap kondisi fisik maupun jiwa, termasuk karena kecelakaan, atau hal lain yang menyebabkan terganggunya kegiatan sehari-hari. Pada umumnya keluhan kesehatan utama yang banyak dialami oleh penduduk adalah panas, sakit kepala, batuk, pilek, diare, asma/sesak nafas, sakit gigi. Orang yang menderita penyakit kronis dianggap mempunyai keluhan kesehatan walaupun pada waktu survei (satu bulan terakhir) yang bersangkutan tidak kambuh penyakitnya.","Indikator ini dapat dimanfaatkan untuk mengukur tingkat kesehatan masyarakat secara umum yang dilihat dari adanya keluhan yang mengindikasikan terkena suatu penyakit tertentu. Pengetahuan mengenai derajat kesehatan suatu masyarakat dapat menjadi pertimbangan dalam pembangunan bidang kesehatan, yang bertujuan agar semua lapisan masyarakat memperoleh pelayanan kesehatan secara mudah, murah dan merata. Melalui upaya tersebut, diharapkan akan tercapai derajat kesehatan masyarakat yang lebih baik.","
",Semakin banyak penduduk yang mengalami keluhan kesehatan berarti semakin rendah derajat kesehatan dari masyarakat bersangkutan.,"Nama indikator : Angka Kesakitan/Morbiditas/Persentase Penduduk Yang Mempunyai Keluhan Kesehatan.

Konsep definisi : Keluhan kesehatan adalah gangguan terhadap kondisi fisik maupun jiwa, termasuk karena kecelakaan, atau hal lain yang menyebabkan terganggunya kegiatan sehari-hari. Pada umumnya keluhan kesehatan utama yang banyak dialami oleh penduduk adalah panas, sakit kepala, batuk, pilek, diare, asma/sesak nafas, sakit gigi. Orang yang menderita penyakit kronis dianggap mempunyai keluhan kesehatan walaupun pada waktu survei (satu bulan terakhir) yang bersangkutan tidak kambuh penyakitnya.

Manfaat : Indikator ini dapat dimanfaatkan untuk mengukur tingkat kesehatan masyarakat secara umum yang dilihat dari adanya keluhan yang mengindikasikan terkena suatu penyakit tertentu. Pengetahuan mengenai derajat kesehatan suatu masyarakat dapat menjadi pertimbangan dalam pembangunan bidang kesehatan, yang bertujuan agar semua lapisan masyarakat memperoleh pelayanan kesehatan secara mudah, murah dan merata. Melalui upaya tersebut, diharapkan akan tercapai derajat kesehatan masyarakat yang lebih baik.

Keterangan tambahan : 
.

Interpretasi : Semakin banyak penduduk yang mengalami keluhan kesehatan berarti semakin rendah derajat kesehatan dari masyarakat bersangkutan."
16,17,indikator,17,Rata-rata Lama Sakit,Menunjukkan rata-rata banyaknya hari sakit pad penduduk yang mengalami gangguan/keluhan kesehatan. Rata-rata lama sakit dimaksud selama 1 bulan terakhir (maksimal per individu 30 hari).,"Indikator ini dapat menggambarkan tingkat intensitas penyakit yang diderita oleh penduduk, menggambarkan besarnya kerugian materiil yang dialami penduduk karena penyakit yang diderita, serta untuk mengukur tingkat kesehatan masyarakat secara umum dan menunjukkan seberapa serius keluhan yang diderita.",,"Semakin besar nilai indikator ini/semakin lama rata-rata lama hari sakit, makin buruk tingkat kesehatan daerah tersebut dan semakin besar pula kerugian materiil yang dialami oleh penduduk.","Nama indikator : Rata-rata Lama Sakit.

Konsep definisi : Menunjukkan rata-rata banyaknya hari sakit pad penduduk yang mengalami gangguan/keluhan kesehatan. Rata-rata lama sakit dimaksud selama 1 bulan terakhir (maksimal per individu 30 hari).

Manfaat : Indikator ini dapat menggambarkan tingkat intensitas penyakit yang diderita oleh penduduk, menggambarkan besarnya kerugian materiil yang dialami penduduk karena penyakit yang diderita, serta untuk mengukur tingkat kesehatan masyarakat secara umum dan menunjukkan seberapa serius keluhan yang diderita.

Keterangan tambahan : .

Interpretasi : Semakin besar nilai indikator ini/semakin lama rata-rata lama hari sakit, makin buruk tingkat kesehatan daerah tersebut dan semakin besar pula kerugian materiil yang dialami oleh penduduk."
17,18,indikator,18,Persentase Penduduk Miskin (Headcount Index/P0),"Persentase penduduk miskin yang berada di bawah garis kemiskinan. Headcount Index secara sederhana mengukur proporsi yang dikategorikan miskin. Persentase  
",Mengetahui persentase penduduk yang dikategorikan miskin.,,"Angka yang ditunjukkan oleh HCI-P0 menunjukkan proporsi penduduk miskin di suatu wilayah. Persentase penduduk miskin yang tinggi menunjukkan bahwa tingkat kemiskinan di suatu wilayah juga tinggi.
","Nama indikator : Persentase Penduduk Miskin (Headcount Index/P0).

Konsep definisi : Persentase penduduk miskin yang berada di bawah garis kemiskinan. Headcount Index secara sederhana mengukur proporsi yang dikategorikan miskin. Persentase  
.

Manfaat : Mengetahui persentase penduduk yang dikategorikan miskin.

Keterangan tambahan : .

Interpretasi : Angka yang ditunjukkan oleh HCI-P0 menunjukkan proporsi penduduk miskin di suatu wilayah. Persentase penduduk miskin yang tinggi menunjukkan bahwa tingkat kemiskinan di suatu wilayah juga tinggi.
."
18,19,indikator,19,Indeks Kedalaman Kemiskinan (Poverty Gap Index/P1),Ukuran rata-rata kesenjangan pengeluaran masing-masing penduduk miskin terhadap garis kemiskinan.,"Nilai agregat dari poverty gap index menunjukkan biaya mengentaskan kemiskinan dengan membuat target transfer yang sempurna terhadap penduduk miskin dalam hal tidak adanya biaya transaksi dan faktor penghambat. Semakin kecil nilai poverty gap index, semakin besar potensi ekonomi untuk dana pengentasan kemiskinan berdasarkan identifikasi karakteristik penduduk miskin dan juga untuk target sasaran bantuan dan program.",,"Penurunan nilai indeks Kedalaman Kemiskinan mengindikasikan bahwa rata-rata pengeluaran penduduk miskin cenderung makin mendekati garis kemiskinan dan ketimpangan pengeluaran penduduk miskin juga semakin menyempit.
","Nama indikator : Indeks Kedalaman Kemiskinan (Poverty Gap Index/P1).

Konsep definisi : Ukuran rata-rata kesenjangan pengeluaran masing-masing penduduk miskin terhadap garis kemiskinan.

Manfaat : Nilai agregat dari poverty gap index menunjukkan biaya mengentaskan kemiskinan dengan membuat target transfer yang sempurna terhadap penduduk miskin dalam hal tidak adanya biaya transaksi dan faktor penghambat. Semakin kecil nilai poverty gap index, semakin besar potensi ekonomi untuk dana pengentasan kemiskinan berdasarkan identifikasi karakteristik penduduk miskin dan juga untuk target sasaran bantuan dan program.

Keterangan tambahan : .

Interpretasi : Penurunan nilai indeks Kedalaman Kemiskinan mengindikasikan bahwa rata-rata pengeluaran penduduk miskin cenderung makin mendekati garis kemiskinan dan ketimpangan pengeluaran penduduk miskin juga semakin menyempit.
."
19,20,indikator,20,Indeks Keparahan Kemiskinan (Poverty Severity Index/P2),Indeks yang memberikan informasi mengenai gambaran penyebaran pengeluaran di antara penduduk miskin.,"Memberikan informasi yang saling melengkapi pada insiden kemiskinan. Sebagai contoh, mungkin terdapat kasus bahwa beberapa kelompok penduduk miskin memiliki insiden kemiskinan yang tinggi tetapi jurang kemiskinannya (poverty gap) rendah, sementara kelompok penduduk lain mempunyai insiden kemiskinan yang rendah tetapi memiliki jurang kemiskinan yang tinggi bagi penduduk yang miskin.",,"Semakin tinggi nilai indeks, semakin tinggi ketimpangan pengeluaran di antara penduduk miskin.
","Nama indikator : Indeks Keparahan Kemiskinan (Poverty Severity Index/P2).

Konsep definisi : Indeks yang memberikan informasi mengenai gambaran penyebaran pengeluaran di antara penduduk miskin.

Manfaat : Memberikan informasi yang saling melengkapi pada insiden kemiskinan. Sebagai contoh, mungkin terdapat kasus bahwa beberapa kelompok penduduk miskin memiliki insiden kemiskinan yang tinggi tetapi jurang kemiskinannya (poverty gap) rendah, sementara kelompok penduduk lain mempunyai insiden kemiskinan yang rendah tetapi memiliki jurang kemiskinan yang tinggi bagi penduduk yang miskin.

Keterangan tambahan : .

Interpretasi : Semakin tinggi nilai indeks, semakin tinggi ketimpangan pengeluaran di antara penduduk miskin.
."
20,21,indikator,21,Ketimpangan Pendapatan (Ukuran Bank Dunia),"Bank Dunia mengelompokkan penduduk ke dalam tiga kelompok sesuai dengan besarnya pendapatan: 40% penduduk dengan pendapatan rendah, 40% penduduk dengan pendapatan menengah dan 20 % penduduk dengan pendapatan tinggi.",Digunakanuntuk mengukur tingkat ketimpangan pendapatan.,,"Kategori ketimpangan ditentukan dengan menggunakan kriteria seperti berikut:
a. Jika proporsi jumlah pendapatan dari penduduk yang masuk kategori 40 persen terendah terhadap total pendapatan seluruh penduduk kurang dari 12 persen dikategorikan ketimpangan pendapatan tinggi.
b. Jika proporsi jumlah pendapatan penduduk yang masuk kategori 40 persen terendah terhadap total pendapatan seluruh penduduk kurang dari 12-17 persen dikategorikan ketimpangan pendapatan sedang/menengah.
c. Jika proporsi jumlah pendapatan dari penduduk yang masuk kategori 40 persen terendah terhadap total pendapatan seluruh penduduk kurang dari 17 persen dikategorikan ketimpangan pendapatan rendah.","Nama indikator : Ketimpangan Pendapatan (Ukuran Bank Dunia).

Konsep definisi : Bank Dunia mengelompokkan penduduk ke dalam tiga kelompok sesuai dengan besarnya pendapatan: 40% penduduk dengan pendapatan rendah, 40% penduduk dengan pendapatan menengah dan 20 % penduduk dengan pendapatan tinggi.

Manfaat : Digunakanuntuk mengukur tingkat ketimpangan pendapatan.

Keterangan tambahan : .

Interpretasi : Kategori ketimpangan ditentukan dengan menggunakan kriteria seperti berikut:
a. Jika proporsi jumlah pendapatan dari penduduk yang masuk kategori 40 persen terendah terhadap total pendapatan seluruh penduduk kurang dari 12 persen dikategorikan ketimpangan pendapatan tinggi.
b. Jika proporsi jumlah pendapatan penduduk yang masuk kategori 40 persen terendah terhadap total pendapatan seluruh penduduk kurang dari 12-17 persen dikategorikan ketimpangan pendapatan sedang/menengah.
c. Jika proporsi jumlah pendapatan dari penduduk yang masuk kategori 40 persen terendah terhadap total pendapatan seluruh penduduk kurang dari 17 persen dikategorikan ketimpangan pendapatan rendah."
21,22,indikator,22,Koefisien Gini,"Koefisien gini didasarkan pada kurva lorenz, yaitu sebuah kurva pengeluaran kumulatif yang membandingkan distribusi dari suatu variabel tertentu (misalnya pendapatan) dengan distribusi uniform (seragam) yang mewakili persentase kumulatif penduduk. Mengetahui ukuran tingkat ketimpangan pengeluaran sebagai proksi pendapatan penduduk. ",Digunakan untuk mengukur tingkat ketimpangan pendapatan secara menyeluruh.,,"Koefisien Gini berkisar antara 0 sampai 1. Apabila koefisien Gini berniali 0 berarti pemerataan sempurna, sedangkan apabila bernilai 1 berarti ketimpangan sempurna. Perubahan Gini Ratio merupakan indikasi dari adanya perubahan distribusi pengeluaran penduduk. Gini Ratio mengalami penuruan berarti distribusi pengeluaran penduduk mengalami perbaikan.
","Nama indikator : Koefisien Gini.

Konsep definisi : Koefisien gini didasarkan pada kurva lorenz, yaitu sebuah kurva pengeluaran kumulatif yang membandingkan distribusi dari suatu variabel tertentu (misalnya pendapatan) dengan distribusi uniform (seragam) yang mewakili persentase kumulatif penduduk. Mengetahui ukuran tingkat ketimpangan pengeluaran sebagai proksi pendapatan penduduk. .

Manfaat : Digunakan untuk mengukur tingkat ketimpangan pendapatan secara menyeluruh.

Keterangan tambahan : .

Interpretasi : Koefisien Gini berkisar antara 0 sampai 1. Apabila koefisien Gini berniali 0 berarti pemerataan sempurna, sedangkan apabila bernilai 1 berarti ketimpangan sempurna. Perubahan Gini Ratio merupakan indikasi dari adanya perubahan distribusi pengeluaran penduduk. Gini Ratio mengalami penuruan berarti distribusi pengeluaran penduduk mengalami perbaikan.
."
22,23,indikator,24,Cakupan Imunisasi (CI),"Perbandingan antara jumlah anak usia 1-2 tahun yang telah mendapat imunisasi lengkap dengan jumlah anak uisa 1-2 tahun, dan biasanya dinyatakan dalam persen.",Memberikan gambaran tentang tingkat pelayanan kesehatan terhadap anak usia 1-2 tahun. Cakupan yang baik minimal 80 persen.,Selain dari Susenas variabel untuk menghitung indikator Cakupan Imunisasi juga diperoleh dari Riskesdas (Riset Kesehatan Dasar),"Pencapaian Universal Child Immunization (UCI) pada dasarnya merupakan proksi terhadap cakupan atas imunisasi dasar secara lengkap pada bayi (0-11 bulan). Idealnya, seorang anak endapatkan seluruh imunisasi dasar sesuai umurnya, sehingga kekebalan tubuh terhadap penyakit-penyakit yang dapat dicegah dengan imunisasi dapat optimal.","Nama indikator : Cakupan Imunisasi (CI).

Konsep definisi : Perbandingan antara jumlah anak usia 1-2 tahun yang telah mendapat imunisasi lengkap dengan jumlah anak uisa 1-2 tahun, dan biasanya dinyatakan dalam persen.

Manfaat : Memberikan gambaran tentang tingkat pelayanan kesehatan terhadap anak usia 1-2 tahun. Cakupan yang baik minimal 80 persen.

Keterangan tambahan : Selain dari Susenas variabel untuk menghitung indikator Cakupan Imunisasi juga diperoleh dari Riskesdas (Riset Kesehatan Dasar).

Interpretasi : Pencapaian Universal Child Immunization (UCI) pada dasarnya merupakan proksi terhadap cakupan atas imunisasi dasar secara lengkap pada bayi (0-11 bulan). Idealnya, seorang anak endapatkan seluruh imunisasi dasar sesuai umurnya, sehingga kekebalan tubuh terhadap penyakit-penyakit yang dapat dicegah dengan imunisasi dapat optimal."
23,24,indikator,25,Persentase Balita Yang Sudah diimunisasi Lengkap (PBD),"Perbandingan antara jumlah balita yang diimunisasi DPT sebanyak tiga kali, polio sebanyak tiga kali, BCG dan campak dengan jumlah anak usia < 5 tahun, dan biasanya dinyatakan dalam persen.","Indikator ini menggambarkan tingkat pelayanan imunisasi lengkap terhadap balita. Semakin tinggi nilai indikator ini semakin baik program pelayanan kesehatan, dalam hal ini pemberian imunisasi",Variabel untuk indikator ini juga diperoleh dari Riset Kesehatan Dasar (Riskesdas),"Cakupan kunjungan bayii adalah cakupan kunjungan bayi umur 29 hari - 11 bulan di sarana pelayanan kesehatan (polindes, pustu, puskesmas, rumah bersalin dan rumah sakit) maupun di rumah, posyandu, tempat penitipan anak, panti asuhan dan sebagainya melalui kunjungan petugas kesehatan. Setiap bayi memperoleh pelayanan kesehatan minimal 4 kali dalam setahun, yaitu 1 kali pada umur 29 hari - 3 bulan, 1 kali pada umur 3-6 bulan, 1 kali pada umur 6-9 bulan, dan 1 kali pada umur 9-11 bulan. Pelayanan kesehatan yang diberikan meliputi pemberian imunisasi dasar (BCG, DPT/HB1-3, Polio 1-4, dan campak), stimulasi deteksi intervensi dini tumbuh kembang (SDISTK) bayi, dan penyuluhan perawatan kesehatan bayi. Indikator ini mengukur kemampuan manajemen program KIA dalam melindungi bayi sehingga kesehatannya terjamin melalui penyediaan pelayanan kesehatan. ","Nama indikator : Persentase Balita Yang Sudah diimunisasi Lengkap (PBD).

Konsep definisi : Perbandingan antara jumlah balita yang diimunisasi DPT sebanyak tiga kali, polio sebanyak tiga kali, BCG dan campak dengan jumlah anak usia < 5 tahun, dan biasanya dinyatakan dalam persen.

Manfaat : Indikator ini menggambarkan tingkat pelayanan imunisasi lengkap terhadap balita. Semakin tinggi nilai indikator ini semakin baik program pelayanan kesehatan, dalam hal ini pemberian imunisasi.

Keterangan tambahan : Variabel untuk indikator ini juga diperoleh dari Riset Kesehatan Dasar (Riskesdas).

Interpretasi : Cakupan kunjungan bayii adalah cakupan kunjungan bayi umur 29 hari - 11 bulan di sarana pelayanan kesehatan (polindes, pustu, puskesmas, rumah bersalin dan rumah sakit) maupun di rumah, posyandu, tempat penitipan anak, panti asuhan dan sebagainya melalui kunjungan petugas kesehatan. Setiap bayi memperoleh pelayanan kesehatan minimal 4 kali dalam setahun, yaitu 1 kali pada umur 29 hari - 3 bulan, 1 kali pada umur 3-6 bulan, 1 kali pada umur 6-9 bulan, dan 1 kali pada umur 9-11 bulan. Pelayanan kesehatan yang diberikan meliputi pemberian imunisasi dasar (BCG, DPT/HB1-3, Polio 1-4, dan campak), stimulasi deteksi intervensi dini tumbuh kembang (SDISTK) bayi, dan penyuluhan perawatan kesehatan bayi. Indikator ini mengukur kemampuan manajemen program KIA dalam melindungi bayi sehingga kesehatannya terjamin melalui penyediaan pelayanan kesehatan. ."
